"","Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes","Toxicity"
"8277","Metabolism of Polyamines","24/46",6.28569194689179e-08,1.64362350232914e-06,0,0,5.29266862170088,87.7651736261031,"PSMD11;SMOX;AMD1;ODC1;ADRM1;AZIN2;OAZ1;SRM;PSMB6;PSMD8;PSMA5;PSMA6;PSMB4;PSMD6;PSMA3;PSMB5;PSMA4;PSMC6;PSMB2;PSMA1;PSMB3;PSMC4;SMS;PSMD1","Low"
"8278","Mitochondrial Translation","39/97",6.72663078703672e-08,1.73547074305547e-06,0,0,3.26957493271038,53.9957429509288,"MTFMT;GFM1;MRPS15;MRPS35;GFM2;MRPL18;MRPS11;MRPS33;MRPL19;MRPS34;MRPL14;MRPL58;MRPL37;MRPL12;MRPL13;MRPL35;MRPL32;MRPL54;MRPL33;MRPL4;MRPL41;MRPL9;RPS12;MRPS26;MRPS25;MRPS22;ERAL1;MRPL48;MRPL23;MRPL45;MRPL46;TUFM;MRPL22;MRPL30;MRPL52;MRPL53;MRPS9;MTRF1L;DAP3","Low"
"8279","Innate Immune System","265/1149",8.69999661231523e-08,2.21506492695131e-06,0,0,1.48344968008807,24.1169726839165,"ATF2;CDA;PGLYRP2;AHCYL1;C4BPA;UBE2L6;C4BPB;PSMD8;C4B;HERC5;RPS6KA3;PSMD6;PPP2R1B;FTH1;DHX58;PSMD1;TRIM25;CPNE3;ATP6V1E1;ATP6V1E2;TRIM21;B2M;SKP1;ARSA;ATP6V0E1;PRKCE;HLA-B;HLA-C;ARMC8;DYNC1LI1;CDC34;TXNIP;SERPING1;UBA52;CFH;PIK3R4;A1BG;IQGAP2;C2;RNF216;C9;HMOX1;S100A11;CREBBP;JUN;XRCC6;YES1;STK11IP;PRG2;NBEAL2;PRDX6;BST2;CYLD;TOLLIP;GRB2;CALM1;GPI;SERPINA3;ORM1;ARPC1B;CTSZ;ARPC1A;GDI2;ECSIT;C8B;PANX1;PPP3CA;PPP3CB;GLIPR1;C8G;CTSL;STBD1;CTSH;CTSD;HRAS;CTSB;CCT2;MANBA;DBNL;ANXA2;ARG1;AHSG;TUBB;RHOG;COMMD3;RHOF;DYNLL1;RHOA;APRT;PSMA5;PSMA6;PSMA3;SIKE1;PSMA4;RAP2B;PSMA1;CD46;ATP6V0C;PAFAH1B2;RAB7A;CD63;CSTB;CAB39;PSMB6;PSMB4;PGRMC1;PSMB5;PSMB2;PSMB3;ORMDL3;CD59;PAK2;CD55;DYNC1H1;HUWE1;SVIP;ERP44;ITCH;PSMC6;CFHR2;PSMC4;CFHR1;CFHR3;CAPZA2;SAA1;ACTR10;NCF2;PROS1;RAB3D;UBE2D3;DEFB1;APEH;SRP14;ACTG1;PYCARD;LAMP1;LAMP2;TOM1;COTL1;SIRPA;CAPN1;OSTF1;ACAA1;MAP2K3;MAP2K4;DGAT1;IST1;FBXW11;ADAM10;CNPY3;MUC3A;EEF1A1;ACLY;ELMO1;PPIE;ADAM8;RAF1;SLC27A2;PPIA;KPNB1;VCL;FTL;PSMD11;RAB5C;COPB1;UBR4;ITPR2;HSP90B1;VTN;SDCBP;UBB;IRAK2;PSAP;ATP6V1H;RAB6A;SLC15A4;ATP6V1D;TXNDC5;AP1M1;HSPA8;POLR3GL;IDH1;HSPA6;GGH;ISG15;NFKB1;IGF2R;NFKBIA;MAVS;ARPC3;LCN2;UBA3;UBE2N;BCL2;DEGS1;NIT2;UBE2K;MAP3K14;MYD88;LAT;BCL2L1;ITGAM;LEAP2;PRKCSH;SNAP23;TNFAIP3;CXCL1;DDX41;CASP8;CASP4;CASP1;LRRFIP1;LBP;NCK1;ACTR3;FGB;FGA;HGSNAT;DYNLT1;ATP6AP2;PPP2R5D;DDOST;DNM2;CREB1;PKM;TMBIM1;POLR1C;ATP6V1B2;POLR1D;DOCK1;BIRC3;TRIM56;PDXK;C1R;SRC;MVP;NLRC5;AGPAT2;USP18;MALT1;CDC42;MAPK9;TTR;IFI16;MAPK1;STOM;POLR2H;AAMP;WASF2;POLR2K;PLA2G2A;ADRM1;CMTM6;PDAP1;PTPN11;BAIAP2;GALNS;RAB10;POLR3A;RAB14;VAPA;IMPDH2;RAB18;SUGT1;VPS35L","Low"
"8280","CLEC7A (Dectin-1) Signaling","36/87",8.94849050284011e-08,2.24874404194748e-06,0,0,3.43073780424471,55.678115854444,"AHCYL1;PSMD11;SRC;ITPR2;MALT1;PSMD8;PYCARD;PSMB6;PPP3CA;PPP3CB;PSMD6;PSMB4;CASP8;PSMB5;PSMB2;UBB;PSMB3;PSMD1;SKP1;FBXW11;ADRM1;NFKB1;PSMA5;NFKBIA;PSMA6;PSMA3;CDC34;PSMA4;PSMC6;PSMA1;PSMC4;UBA3;UBE2N;CALM1;UBA52;MAP3K14","Low"
"8281","SARS-CoV Infections","131/498",1.46066392833742e-07,3.623570129914e-06,0,0,1.75059169230185,27.5529207692252,"GEMIN2;KEAP1;PYCARD;RPS14;RPS17;RPS16;RPS19;SNRPD2;SNRPD1;TRIM25;SNRPD3;KPNA2;B2M;IL6R;RPS13;RPS12;IFNAR2;RPS9;ST6GAL1;RPS7;RPS8;HLA-B;HLA-C;RPSA;ZCRB1;HLA-A;ATP1B1;RUNX1;TUFM;EEF1A1;SNRPG;SNRPE;PPIH;FKBP4;PPIB;UBA52;PPIA;KPNB1;IFNAR1;RPS4Y2;SDC2;PIK3R4;PHF21A;UBB;IRAK2;G3BP1;NUP88;CREBBP;SMAD3;UBE2I;CAV1;ISG15;NMI;PARP14;NFKB1;BST2;PARP10;RPS26;NFKBIA;RPS25;RPS28;MAVS;RPS27;RPS29;UBE2N;GRB2;RPS20;RPS21;RPS24;BCL2L1;RPS23;ITGB1;YWHAE;PRKCSH;CHD4;MAP1LC3B;YWHAQ;CTSL;BLNK;CASP1;HAVCR1;JAK1;NCK1;NDC1;SEC13;PRMT1;TUBB;SIGMAR1;ZDHHC11;PARP9;IL17RC;YWHAZ;DDOST;SIKE1;DAD1;CANX;CHMP6;HDAC2;HDAC1;ZDHHC20;DDX20;RPS27L;RPS15A;MTA1;RBBP4;NUP42;MGAT5;ANO10;SAP18;MGAT1;MGAT2;HNRNPA1;MTA2;MTA3;BRD4;MBD3;SEC24B;NPM1;STAT1;STAT2;CNBP;PTGES3;PTPN11;VEGFA;TJP1;ITCH;PSMC6;IMPDH2;NPIPB3;SEC24D;SEC24C","Low"
"8282","Respiratory Electron Transport","54/158",1.64897554787644e-07,4.03894643688723e-06,0,0,2.52886891215294,39.4957265691905,"NDUFA13;COX7B;NDUFA11;HCCS;ECSIT;COX8A;CMC1;NDUFC1;SDHD;SDHB;PYURF;COX7A2L;NDUFS8;SCO2;NDUFS6;NDUFS5;NDUFS4;NDUFS3;UQCRC2;NDUFB9;NDUFB8;NDUFB10;NDUFB6;NDUFB5;NDUFB4;NDUFB3;ETFDH;NDUFB1;COX7A2;UQCR10;HIGD1A;COX5A;UQCRH;COX14;NDUFV3;NDUFV2;NDUFV1;HSPA9;COA3;NDUFA7;NDUFA6;TIMMDC1;PET100;UQCC2;NDUFA4;NDUFA2;NDUFA1;LETM1;PNKD;NDUFAF6;LYRM4;NDUFAB1;NDUFAF2;COX20","Low"
"8283","Processing of Capped Intron-Containing Pre-mRNA","84/285",1.69919754365968e-07,4.10993405872685e-06,0,0,2.04152372466028,31.8231483986266,"HNRNPU;CWC25;DDX41;USP39;GLE1;PNN;UBL5;PTBP1;SART1;METTL14;SNRPD2;SNRPD1;SNRNP70;MAGOH;PAPOLA;SNRPD3;BCAS2;RBM5;NDC1;SEC13;IK;NCBP1;THOC2;ZCRB1;GTF2F1;THOC7;SRRM1;THOC6;PRPF6;DDX39B;HNRNPH1;SNRPG;PPIE;FAM32A;PPIH;SNRPE;SRSF4;SNRPA1;SRSF5;SNRPC;SRSF6;SRSF9;SLBP;SF3B5;SF3B3;DHX8;POLDIP3;PRPF8;PABPN1;NUP42;POLR2B;U2AF2;PPP1R8;SAP18;NUP88;POLR2H;HNRNPA1;POLR2I;EIF4E;SRSF11;POLR2K;HSPA8;RBM39;SF3A1;CHTOP;CPSF7;FUS;ALYREF;CPSF2;YJU2;UPF3B;LSM4;U2SURP;LSM2;HNRNPM;NUDT21;LSM7;HNRNPK;LSM6;HNRNPD;ACIN1;RBM42;PRPF31;HNRNPC","Low"
"8284","mRNA Splicing - Major Pathway","65/204",1.93214587179154e-07,4.55985836501553e-06,0,0,2.28011001706204,35.2492796711024,"HNRNPU;CWC25;DDX41;USP39;PNN;UBL5;PTBP1;SART1;SNRPD2;SNRPD1;SNRNP70;MAGOH;SNRPD3;BCAS2;RBM5;IK;NCBP1;GTF2F1;SRRM1;PRPF6;DDX39B;HNRNPH1;SNRPG;PPIE;FAM32A;PPIH;SNRPE;SRSF4;SNRPA1;SRSF5;SNRPC;SRSF6;SRSF9;SF3B5;SF3B3;DHX8;PRPF8;POLR2B;U2AF2;PPP1R8;SAP18;POLR2H;HNRNPA1;POLR2I;SRSF11;POLR2K;HSPA8;RBM39;SF3A1;FUS;ALYREF;YJU2;UPF3B;LSM4;U2SURP;LSM2;HNRNPM;LSM7;HNRNPK;LSM6;HNRNPD;ACIN1;RBM42;PRPF31;HNRNPC","Low"
"8285","Complex I Biogenesis","30/68",1.93234307974818e-07,4.55985836501553e-06,0,0,3.83326117879894,59.2597735583645,"NDUFB9;NDUFA13;NDUFB8;NDUFA11;NDUFB10;NDUFB6;NDUFB5;NDUFB4;NDUFB3;NDUFB1;ECSIT;NDUFV3;NDUFV2;NDUFV1;HSPA9;NDUFA7;NDUFA6;TIMMDC1;NDUFA2;NDUFA1;NDUFC1;PYURF;NDUFS8;NDUFAF6;NDUFS6;NDUFS5;NDUFS4;NDUFAB1;NDUFS3;NDUFAF2","Low"
"8286","AUF1 (hnRNP D0) Binds and Destabilizes mRNA","22/42",2.0321207991869e-07,4.73753463424897e-06,0,0,5.33429073856975,82.1961696034433,"HSPA8;PSMD11;HSBP1;ADRM1;PSMB6;PSMD8;PSMA5;PSMA6;PSMB4;PSMD6;PSMA3;PSMB5;PSMA4;PSMC6;PSMB2;UBB;PSMA1;PSMB3;PSMC4;HNRNPD;PSMD1;UBA52","Low"
"8287","Vesicle-mediated Transport","183/752",2.35142310791204e-07,5.41667108786882e-06,0,0,1.58256078027093,24.1547437677939,"USP6NL;KDELR1;ACTG1;GOLGA2;FTH1;GOLGA1;AP1S2;ARFIP2;DENND5A;VPS36;SH3GL1;TPD52;GABARAPL2;COG7;TRAPPC2L;COG5;COG4;COG1;TSC2;OCRL;RAB32;DYNC1LI1;HGS;TBC1D25;ULK1;DENND6A;UBA52;STAM2;FTL;COPB2;SPTBN5;RAB5C;TMED10;TSG101;COPB1;ARL1;HPR;KLC1;HSP90B1;HPX;KLC4;SCFD1;SNX2;GRK2;KIF3B;MAN2A2;UBB;MYO6;VTI1A;PACSIN2;TBC1D14;PIP5K1C;APOE;RAB6A;SPTBN1;TBC1D15;AP1M1;TXNDC5;SEC31A;SPTBN2;TBC1D16;ANKRD28;HSPA8;RAB4A;SNAPIN;TOR1A;AMBP;SEC16A;TRAPPC4;VTA1;HPS4;ASPSCR1;CCZ1;SNF8;TOR1B;PUM1;IGF2R;GJB1;TMEM115;ARPC3;CPD;HYOU1;GRB2;COPS8;CALM1;RAB5A;COPE;YWHAE;ARF1;C2CD5;GDI1;ARPC1A;CLTC;SNAP23;CTSZ;GDI2;CLTB;PRKAG2;MIA2;MIA3;PIK3C2A;CLINT1;BICD1;TUBA1C;TUBA1B;MAP1LC3B;CAPZB;YWHAQ;TMED3;TMED2;AP3S1;DENND2D;ACTR3;SEC13;VPS37C;EPS15L1;DYNLL1;YWHAZ;EPN1;RAB33B;DNM2;GAK;TRAPPC6A;TUBB2A;VAMP7;CTTN;TRAPPC6B;SEC22B;CHMP6;EXOC2;PAFAH1B2;ARF6;VAMP3;RAB7A;CHMP5;NAPA;DCTN6;RAB1A;NBAS;RABGAP1;DCTN2;SRC;GPS1;VPS4B;DCTN4;VPS4A;GOSR1;CBL;EGFR;NAPG;RAB21;GGA1;CYTH2;ALS2CL;CUX1;VPS53;VPS52;MVB12A;STX5;CD59;YKT6;EPS15;CD55;DYNC1H1;SEC24B;RIC1;HIP1R;DTNBP1;TPD52L1;RAB11A;RAB10;TJP1;NECAP2;RAB14;COL7A1;RAB13;CAPZA2;RAB18;SAA1;COPG2;SEC24D;SEC24C;ACTR10","Low"
"8288","Fatty Acid Metabolism","58/176",2.43061380300264e-07,5.53322083389424e-06,0,0,2.3947305004418,36.4716301715694,"FAAH;ACADVL;ACAA2;ECI1;ECI2;PRKAG2;DBI;FADS2;SCP2;ACAA1;GGT1;ACAD10;FADS1;CPT1A;PHYH;GPX2;GPX4;ACSL1;ELOVL5;ELOVL6;ACSL3;CPT1B;PTGR2;ACLY;SLC25A17;PCCB;ACOT2;ACOT1;ACOX3;SLC27A2;ACOT4;SLC22A5;ECHS1;HPGD;PON2;PON1;HSD17B3;CYP2C19;HACD3;ACACB;ACACA;RXRA;SLC25A20;HAO2;MORC2;DECR1;ACBD6;CYP4F2;EPHX2;PTGES3;AKR1C3;CYP4F11;CYP2C9;FASN;NDUFAB1;CYP1A1;THRSP;CRAT","Low"
"8289","Proteasome Assembly","25/52",2.65012625547732e-07,5.96278407482396e-06,0,0,4.4921938659105,68.027485557547,"PSMD10;PSMD11;POMP;PSMD8;PSMB6;PSMD6;PSMB4;PSMB5;PSMB2;PSMD5;PSMB3;PSMD1;PSMF1;ADRM1;PSMB8;PSMB9;PSMA5;PSMA6;PSMA3;PSMA4;PSMC6;PSMA1;PSMC4;PSME4;PSMG1","Low"
"8290","Asparagine N-linked Glycosylation","88/306",2.89981107934527e-07,6.44957981440586e-06,0,0,1.97226319801269,29.6893655587108,"ARF1;CMAS;KDELR1;PRKCSH;CTSZ;MIA2;MIA3;ASGR1;GOLGA2;GMPPB;TUBA1C;TUBA1B;CAPZB;TMED3;PGM3;GNPNAT1;TMED2;ST6GAL1;SEC13;COG7;TRAPPC2L;COG5;COG4;ALG5;ALG2;COG1;ALG13;ALG1;DYNLL1;RAD23B;DDOST;DPM1;DYNC1LI1;TRAPPC6A;TUBB2A;DAD1;TRAPPC6B;CANX;TRIM13;SEC22B;UBA52;NAPA;DCTN6;COPB2;RAB1A;SPTBN5;TMED10;DCTN2;COPB1;DCTN4;GOSR1;UAP1;NAPG;NEU3;SCFD1;RNF139;MAN2A2;UBB;GMDS;MGAT5;STX5;CD59;MGAT1;MGAT2;YKT6;SPTBN1;CD55;MARCHF6;SEC31A;SPTBN2;ANKRD28;DYNC1H1;SEC24B;EDEM1;SEC16A;TRAPPC4;AMFR;PMM2;GFPT1;TMEM115;FCSK;COL7A1;CAPZA2;COPG2;SEC24D;ACTR10;SEC24C;COPE","Low"
"8291","Programmed Cell Death","64/202",3.00192079094499e-07,6.60081446645291e-06,0,0,2.26076635272868,33.9540955975097,"YWHAE;PPP1R13B;HMGB2;BBC3;LMNB1;PSMD8;PSMD6;CASP8;YWHAQ;CDH1;CASP6;C1QBP;CASP4;TNFSF10;CASP1;FLOT1;PSMD1;DNM1L;DBNL;DAPK1;DYNLL1;YWHAZ;PSMA5;PSMA6;PSMA3;PSMA4;PSMA1;IRF1;IRF2;DSG2;CHMP6;UBA52;KPNB1;BIRC3;PLEC;PSMD11;MAGED1;ADD1;PSMB6;SDCBP;PSMB4;PSMB5;PSMB2;UBB;PSMB3;TP53BP2;MAPK1;PAK2;ADRM1;H1-1;H1-0;H1-2;H1-5;TJP1;H1-4;ITCH;PSMC6;PSMC4;BCL2;FAS;ACIN1;STUB1;OGT;BCL2L1","Low"
"8292","NIK-->noncanonical NF-kB Signaling","23/46",3.24287051400488e-07,7.0505106119095e-06,0,0,4.84989739079449,72.4654050990496,"PSMD11;FBXW11;ADRM1;PSMB6;PSMD8;PSMA5;PSMA6;PSMB4;PSMD6;PSMA3;PSMB5;PSMA4;PSMC6;PSMB2;UBB;PSMA1;PSMB3;PSMC4;UBA3;PSMD1;MAP3K14;UBA52;SKP1","Low"
"8293","ER-Phagosome Pathway","33/80",3.32043890693657e-07,7.13894364991363e-06,0,0,3.41030485401665,50.8749232965784,"PSMD11;SNAP23;PSMD8;PSMB6;PSMD6;PSMB4;PSMB5;PSMB2;UBB;PSMB3;SEC61G;PSMD1;B2M;FGB;FGA;ADRM1;HLA-B;TAP2;HLA-C;TAP1;HLA-A;TAPBP;PSMA5;PSMA6;PSMA3;PSMA4;PSMC6;PSMA1;PSMC4;SEC22B;UBA52;MYD88;VAMP3","Low"
"8294","Mitochondrial Translation Elongation","36/91",3.4198043932013e-07,7.19274076178751e-06,0,0,3.18045909358446,47.3523043233153,"GFM1;MRPS15;MRPS35;MRPS11;MRPL18;MRPS33;MRPL19;MRPS34;MRPL14;MRPL58;MRPL37;MRPL12;MRPL35;MRPL13;MRPL32;MRPL54;MRPL33;MRPL4;MRPL41;MRPL9;RPS12;MRPS26;MRPS25;MRPS22;MRPL48;ERAL1;MRPL45;MRPL23;MRPL46;TUFM;MRPL22;MRPL52;MRPL30;MRPL53;MRPS9;DAP3","Low"
"8295","Mitochondrial Translation Termination","36/91",3.4198043932013e-07,7.19274076178751e-06,0,0,3.18045909358446,47.3523043233153,"MRPS15;MRPS35;GFM2;MRPS11;MRPL18;MRPS33;MRPL19;MRPS34;MRPL14;MRPL58;MRPL37;MRPL12;MRPL35;MRPL13;MRPL32;MRPL54;MRPL33;MRPL4;MRPL41;MRPL9;RPS12;MRPS26;MRPS25;MRPS22;MRPL48;ERAL1;MRPL45;MRPL23;MRPL46;MRPL22;MRPL52;MRPL30;MRPL53;MRPS9;MTRF1L;DAP3","Low"
"8296","Transport to the Golgi and Subsequent Modification","60/186",3.49974153342207e-07,7.28172028728139e-06,0,0,2.32026420526717,34.4916706747623,"ARF1;KDELR1;CTSZ;MIA2;MIA3;GOLGA2;TUBA1C;TUBA1B;CAPZB;TMED3;TMED2;ST6GAL1;SEC13;COG7;TRAPPC2L;COG5;COG4;COG1;DYNLL1;DYNC1LI1;TRAPPC6A;TUBB2A;TRAPPC6B;SEC22B;DCTN6;NAPA;COPB2;RAB1A;SPTBN5;TMED10;DCTN2;COPB1;DCTN4;GOSR1;NAPG;SCFD1;MAN2A2;MGAT5;STX5;CD59;MGAT1;MGAT2;YKT6;SPTBN1;CD55;SEC31A;SPTBN2;ANKRD28;DYNC1H1;SEC24B;SEC16A;TRAPPC4;TMEM115;COL7A1;CAPZA2;COPG2;SEC24D;ACTR10;SEC24C;COPE","Low"
"8297","Golgi Associated Vesicle Biogenesis","26/56",3.66058007729708e-07,7.53534303145729e-06,0,0,4.20516431924883,62.3225285644466,"NAPA;ARF1;RAB5C;CLTC;PIK3C2A;CLINT1;SNX2;FTH1;AP1S2;AP3S1;AP1M1;TXNDC5;TPD52;HSPA8;SNAPIN;DTNBP1;HIP1R;OCRL;PUM1;TPD52L1;IGF2R;DNM2;GAK;VAMP7;CPD;FTL","Low"
"8298","Regulation of Activated PAK-2p34 by Proteasome Mediated Degradation","20/37",3.72048217324953e-07,7.57803474235562e-06,0,0,5.70281539680899,84.4258613520056,"PSMD11;ADRM1;PSMB6;PSMD8;PSMA5;PSMA6;PSMB4;PSMD6;PSMA3;PSMB5;PSMA4;PSMC6;PSMB2;UBB;PSMA1;PSMB3;PSMC4;PSMD1;PAK2;UBA52","Low"
"8299","Chromatin Modifying Enzymes","72/238",4.24188117894308e-07,8.46189699098438e-06,0,0,2.11578019394652,31.045030679393,"ATF2;KDM5C;SETD3;HDAC10;H2AB1;EHMT1;CHD4;SGF29;PHF8;ING5;H2AC14;ING3;KAT5;WDR5;H4C1;KMT5A;ARID2;PRMT6;KDM6B;PRMT5;BRD1;PRMT1;H2AC7;KMT5C;ACTL6A;ARID5B;NCOR2;KAT2B;H2AJ;TBL1XR1;KMT2D;SMARCD1;ENY2;HDAC2;SMARCD2;HDAC3;KMT2A;HDAC1;KMT2C;KMT2B;TAF9;PHF21A;H3C15;MTA1;RBBP4;ATXN7;MBIP;SAP18;TBL1X;MTA2;MTA3;MBD3;SUZ12;ATF7IP;SMARCE1;CREBBP;KDM4B;KDM4C;SETD1B;MCRS1;TAF10;USP22;H2BC4;ELP2;ELP4;NFKB1;SMARCA4;COPRS;CDK4;CARM1;OGT;EZH2","Low"
"8300","Chromatin Organization","72/238",4.24188117894308e-07,8.46189699098438e-06,0,0,2.11578019394652,31.045030679393,"ATF2;KDM5C;SETD3;HDAC10;H2AB1;EHMT1;CHD4;SGF29;PHF8;ING5;H2AC14;ING3;KAT5;WDR5;H4C1;KMT5A;ARID2;PRMT6;KDM6B;PRMT5;BRD1;PRMT1;H2AC7;KMT5C;ACTL6A;ARID5B;NCOR2;KAT2B;H2AJ;TBL1XR1;KMT2D;SMARCD1;ENY2;HDAC2;SMARCD2;HDAC3;KMT2A;HDAC1;KMT2C;KMT2B;TAF9;PHF21A;H3C15;MTA1;RBBP4;ATXN7;MBIP;SAP18;TBL1X;MTA2;MTA3;MBD3;SUZ12;ATF7IP;SMARCE1;CREBBP;KDM4B;KDM4C;SETD1B;MCRS1;TAF10;USP22;H2BC4;ELP2;ELP4;NFKB1;SMARCA4;COPRS;CDK4;CARM1;OGT;EZH2","Low"
"8301","SARS-CoV-2-host Interactions","67/218",5.59931552037753e-07,1.10557913591128e-05,0,0,2.16319477908882,31.140165071407,"YWHAE;GEMIN2;RPS14;RPS17;MAP1LC3B;RPS16;RPS19;SNRPD2;YWHAQ;SNRPD1;TRIM25;SNRPD3;KPNA2;B2M;RPS13;RPS12;JAK1;NDC1;IFNAR2;SEC13;RPS9;RPS7;RPS8;HLA-B;HLA-C;RPSA;HLA-A;IL17RC;YWHAZ;TUFM;SIKE1;SNRPG;SNRPE;UBA52;IFNAR1;RPS4Y2;PIK3R4;DDX20;RPS27L;RPS15A;UBB;IRAK2;NUP42;G3BP1;NUP88;CREBBP;SEC24B;STAT1;STAT2;CAV1;CNBP;ISG15;PTPN11;RPS26;TJP1;RPS25;RPS28;MAVS;RPS27;RPS29;UBE2N;RPS20;SEC24D;RPS21;SEC24C;RPS24;RPS23","Low"
"8302","Interferon Signaling","81/280",6.51054558426861e-07,1.27251572783432e-05,0,0,1.98686093755386,28.3021831422123,"EIF4A1;IFITM1;TAT;IFIT5;UBE2L6;IFI35;IFIT1;IFIT3;IFIT2;OASL;HERC5;TUBA1C;MT2A;TUBA1B;PPP2R1B;TRIM25;KPNA2;B2M;TRIM21;TRIM22;JAK1;NCK1;NDC1;IFNAR2;SEC13;RSAD2;HLA-B;HLA-C;HLA-A;TUBB2A;IFI27;OAS1;PDE12;OAS2;IRF1;OAS3;IRF2;TRIM14;RAF1;UBA52;KPNB1;IRF9;IFNAR1;SP100;IFI6;FAAP20;USP18;UBB;NUP42;MAPK1;NUP88;GBP2;CAMK2G;EIF4E;GBP1;GBP4;IP6K2;GBP3;HSPA8;PTPN1;NPM1;UBE2I;STAT1;STAT2;MX1;EIF2AK2;ISG15;PTPN11;EIF2S1;PSMB8;PML;SMAD7;BST2;ISG20;MAVS;NEDD4;UBE2N;XAF1;ABCE1;EIF4G3;EIF4G2","Low"
"8303","Transcriptional Regulation by RUNX1","63/202",6.8518832966551e-07,1.32225442825372e-05,0,0,2.20864163015479,31.3485142265237,"H2AB1;PSMD8;PSMD6;H2AC14;CTSL;SCMH1;WDR5;PSMD1;H4C1;ARID2;PRMT6;CSNK2A1;PRMT1;H2AC7;ACTL6A;AXIN1;RUNX1;PSMA5;KAT2B;PSMA6;H2AJ;PSMA3;ELF1;PSMA4;PSMA1;MYL9;UBA52;YAP1;KMT2D;SMARCD1;SMARCD2;PSMD11;KMT2A;HDAC1;SRC;KMT2C;KMT2B;PSMB6;H3C15;PSMB4;PSMB5;PSMB2;UBB;PSMB3;SMARCE1;CREBBP;SETD1B;H2BC4;ADRM1;PTPN11;PHC3;PML;SMARCA4;TJP1;TNRC6C;MOV10;ITCH;PSMC6;CDK6;AGO4;PSMC4;TNRC6A;TNRC6B","Low"
"8304","Mitochondrial Biogenesis","37/97",6.90168978054913e-07,1.32225442825372e-05,0,0,2.99637915808066,42.5076216647387,"ATF2;ACSS2;HDAC3;ATP5MC2;ATP5MC3;PRKAG2;HELZ2;APOO;RXRA;TBL1X;ATP5MG;PPARGC1A;MEF2D;ATP5MF;HSPA9;MED1;ATP5PF;CREBBP;ATP5PD;APOOL;MTX1;ATP5PB;TWNK;DNAJC11;IMMT;POLRMT;PPRC1;ATP5F1C;SOD2;ATP5F1E;CREB1;TBL1XR1;CARM1;ATP5PO;SSBP1;CALM1;PPARA","Low"
"8305","mRNA Splicing","66/215",7.10247483378178e-07,1.34738125523213e-05,0,0,2.15913293691913,30.5682535188657,"HNRNPU;CWC25;DDX41;USP39;PNN;UBL5;PTBP1;SART1;SNRPD2;SNRPD1;SNRNP70;MAGOH;SNRPD3;BCAS2;RBM5;IK;NCBP1;ZCRB1;GTF2F1;SRRM1;PRPF6;DDX39B;HNRNPH1;SNRPG;PPIE;FAM32A;PPIH;SNRPE;SRSF4;SNRPA1;SRSF5;SNRPC;SRSF6;SRSF9;SF3B5;SF3B3;DHX8;PRPF8;POLR2B;U2AF2;PPP1R8;SAP18;POLR2H;HNRNPA1;POLR2I;SRSF11;POLR2K;HSPA8;RBM39;SF3A1;FUS;ALYREF;YJU2;UPF3B;LSM4;U2SURP;LSM2;HNRNPM;LSM7;HNRNPK;LSM6;HNRNPD;ACIN1;RBM42;PRPF31;HNRNPC","Low"
"8306","COPI-mediated Anterograde Transport","38/101",7.3516853037441e-07,1.36921622639517e-05,0,0,2.93115149475573,41.3971393396682,"DCTN6;NAPA;COPB2;RAB1A;SPTBN5;ARF1;TMED10;DCTN2;KDELR1;COPB1;DCTN4;GOSR1;NAPG;GOLGA2;TUBA1C;TUBA1B;CAPZB;TMED3;TMED2;STX5;CD59;YKT6;SPTBN1;CD55;SPTBN2;DYNC1H1;COG7;COG5;COG4;COG1;DYNLL1;DYNC1LI1;TUBB2A;TMEM115;CAPZA2;COPG2;ACTR10;COPE","Low"
"8307","Downstream Signaling Events of B Cell Receptor (BCR)","29/68",7.35909496357096e-07,1.36921622639517e-05,0,0,3.60919462329154,50.9696192229075,"PSMD11;MALT1;PSMD8;PSMB6;PPP3CA;PPP3CB;PSMD6;PSMB4;PSMB5;PSMB2;UBB;PSMB3;PSMD1;HRAS;SKP1;FBXW11;ADRM1;NFKB1;PSMA5;NFKBIA;PSMA6;PSMA3;PSMA4;PSMC6;PSMA1;PSMC4;CALM1;PPIA;UBA52","Low"
"8308","Ub-specific Processing Proteases","60/190",7.856349799767e-07,1.44781303452849e-05,0,0,2.24832428981807,31.6041854189433,"USP33;KEAP1;TOMM20;PSMD8;PSMD6;H2AC14;PSMD1;SKP2;USP47;USP48;USP5;USP42;H2AC7;USP4;USP3;USP2;AXIN1;PSMA5;PSMA6;PSMA3;PSMA4;RNF128;PSMA1;HGS;PTRH2;VDAC2;VDAC1;STAM2;UBA52;BIRC3;PSMD11;TNKS;USP10;USP12;WDR20;FOXO4;MAT2B;HIF1A;USP18;SNX3;PSMB6;PSMB4;PSMB5;UBB;PSMB2;ATXN7;PSMB3;SMAD2;USP24;SMAD3;TAF10;USP22;ADRM1;H2BC4;SMAD7;NFKBIA;CYLD;PSMC6;PSMC4;MDM4","Low"
