Term,Overlap,P.value,Adjusted.P.value,Old.P.value,Old.Adjusted.P.value,Odds.Ratio,Combined.Score,Genes,Toxicity
NR1H2 & NR1H3 Regulate Gene Expression Linked to Gluconeogenesis,1/5,0.6076756307310519,0.8220489031323085,0,0,1.2150498241500587,0.6052333784898537,RXRA,Low
NR1H2 & NR1H3 Regulate Gene Expression Linked to Triglyceride Lipolysis in Adipose,1/5,0.6076756307310519,0.8220489031323085,0,0,1.2150498241500587,0.6052333784898537,RXRA,Low
NR1H2 & NR1H3 Regulate Gene Expression to Limit Cholesterol Uptake,1/5,0.6076756307310519,0.8220489031323085,0,0,1.2150498241500587,0.6052333784898537,RXRA,Low
Negative Regulation of TCF-dependent Signaling by DVL-interacting Proteins,1/5,0.6076756307310519,0.8220489031323085,0,0,1.2150498241500587,0.6052333784898537,DVL1,Low
PTK6 Expression,1/5,0.6076756307310519,0.8220489031323085,0,0,1.2150498241500587,0.6052333784898537,HIF1A,Low
RUNX2 Regulates Chondrocyte Maturation,1/5,0.6076756307310519,0.8220489031323085,0,0,1.2150498241500587,0.6052333784898537,HDAC4,Low
RUNX3 Regulates BCL2L11 (BIM) Transcription,1/5,0.6076756307310519,0.8220489031323085,0,0,1.2150498241500587,0.6052333784898537,SMAD3,Low
Signaling by MST1,1/5,0.6076756307310519,0.8220489031323085,0,0,1.2150498241500587,0.6052333784898537,MST1,Low
Signalling to P38 via RIT and RIN,1/5,0.6076756307310519,0.8220489031323085,0,0,1.2150498241500587,0.6052333784898537,RIT1,Low
Synthesis of PI,1/5,0.6076756307310519,0.8220489031323085,0,0,1.2150498241500587,0.6052333784898537,PITPNM2,Low
The IPAF Inflammasome,1/5,0.6076756307310519,0.8220489031323085,0,0,1.2150498241500587,0.6052333784898537,CASP1,Low
Threonine Catabolism,1/5,0.6076756307310519,0.8220489031323085,0,0,1.2150498241500587,0.6052333784898537,SDSL,Low
Trafficking of Myristoylated Proteins to the Cilium,1/5,0.6076756307310519,0.8220489031323085,0,0,1.2150498241500587,0.6052333784898537,UNC119B,Low
Transmission Across Electrical Synapses,1/5,0.6076756307310519,0.8220489031323085,0,0,1.2150498241500587,0.6052333784898537,PANX1,Low
Ion Transport by P-type ATPases,9/55,0.6107214072002567,0.825319747433831,0,0,0.9507293210034231,0.46881830520945283,CAMK2B;ATP7B;ATP10D;ATP11C;ATP11A;SRI;ATP1B1;CALM1;CAMK2G,Low
TP53 Regulates Transcription of Cell Cycle Genes,8/49,0.6136568979756482,0.825319747433831,0,0,0.9481608824898822,0.4630052632662412,NPM1;CNOT7;PRMT1;PLK2;CARM1;CNOT2;CNOT3;TNKS1BP1,Low
tRNA Processing,24/146,0.6142435290741927,0.825319747433831,0,0,0.955743993343943,0.4657950266349542,NDC1;POP5;TRMT10A;SEC13;TRMT10C;PRORP;RPP30;PUS1;ELAC2;WDR4;ZBTB8OS;C2ORF49;TRMT1;PUS7;OSGEP;ADAT3;GTPBP3;ADAT2;QTRT1;NUP42;RPP21;NUP88;RPP38;TRMT61B,Low
Activation of SMO,3/18,0.6148096196468122,0.825319747433831,0,0,0.9719648093841642,0.47280510905600726,EVC2;GRK2;GAS8,Low
Pre-NOTCH Processing in Golgi,3/18,0.6148096196468122,0.825319747433831,0,0,0.9719648093841642,0.47280510905600726,NOTCH1;TMED2;RAB6A,Low
Prevention of Phagosomal-Lysosomal Fusion,3/18,0.6148096196468122,0.825319747433831,0,0,0.9719648093841642,0.47280510905600726,UBB;RAB5A;RAB7A,Low
Recycling of Bile Acids and Salts,3/18,0.6148096196468122,0.825319747433831,0,0,0.9719648093841642,0.47280510905600726,ABCC3;RXRA;SLC10A1,Low
Regulation of NF-kappa B Signaling,3/18,0.6148096196468122,0.825319747433831,0,0,0.9719648093841642,0.47280510905600726,UBB;NLRC5;USP18,Low
Synthesis of Glycosylphosphatidylinositol (GPI),3/18,0.6148096196468122,0.825319747433831,0,0,0.9719648093841642,0.47280510905600726,PIGP;PIGW;PIGF,Low
Tie2 Signaling,3/18,0.6148096196468122,0.825319747433831,0,0,0.9719648093841642,0.47280510905600726,PTPN11;GRB2;HRAS,Low
Translation of Replicase and Assembly of the Replication Transcription Complex 9679504,3/18,0.6148096196468122,0.825319747433831,0,0,0.9719648093841642,0.47280510905600726,MAP1LC3B;PIK3R4;CHMP6,Low
Interactions of Vpr With Host Cellular Proteins,7/43,0.6174278964789698,0.8282569343010571,0,0,0.9448766881972989,0.45561290991999537,NDC1;SEC13;NUP42;HMGA1;NUP88;SLC25A5;SLC25A6,Low
Activated NOTCH1 Transmits Signal to the Nucleus,5/31,0.629076995680101,0.8365368860842641,0,0,0.93450929938606,0.43314657427035713,ITCH;NOTCH1;UBB;NUMB;ADAM10,Low
Downstream Signaling of Activated FGFR1,5/31,0.629076995680101,0.8365368860842641,0,0,0.93450929938606,0.43314657427035713,FLRT3;PTPN11;GRB2;FGF2;HRAS,Low
"Glutamate Binding, Activation of AMPA Receptors and Synaptic Plasticity",5/31,0.629076995680101,0.8365368860842641,0,0,0.93450929938606,0.43314657427035713,CAMK2B;DLG1;MYO6;PICK1;CAMK2G,Low
HS-GAG Biosynthesis,5/31,0.629076995680101,0.8365368860842641,0,0,0.93450929938606,0.43314657427035713,EXT1;NDST1;SDC2;SLC35D2;HS2ST1,Low
Interaction Between L1 and Ankyrins,5/31,0.629076995680101,0.8365368860842641,0,0,0.93450929938606,0.43314657427035713,SPTBN5;SCN9A;NRCAM;SPTBN1;SPTBN2,Low
Sealing of the Nuclear Envelope (NE) by ESCRT-III,5/31,0.629076995680101,0.8365368860842641,0,0,0.93450929938606,0.43314657427035713,TUBA1C;TUBA1B;TUBB2A;VPS4A;CHMP6,Low
Tight Junction Interactions,5/31,0.629076995680101,0.8365368860842641,0,0,0.93450929938606,0.43314657427035713,CLDN4;CLDN15;CLDN9;CLDN23;F11R,Low
Trafficking of AMPA Receptors,5/31,0.629076995680101,0.8365368860842641,0,0,0.93450929938606,0.43314657427035713,CAMK2B;DLG1;MYO6;PICK1;CAMK2G,Low
Butyrophilin (BTN) Family Interactions,2/12,0.632726081111007,0.8365368860842641,0,0,0.9719730284374084,0.44488924130513147,BTN3A1;PPL,Low
CREB1 Phosphorylation Through the Activation of Adenylate Cyclase,2/12,0.632726081111007,0.8365368860842641,0,0,0.9719730284374084,0.44488924130513147,CREB1;CALM1,Low
Eicosanoids,2/12,0.632726081111007,0.8365368860842641,0,0,0.9719730284374084,0.44488924130513147,CYP4F2;CYP4F11,Low
FGFR3 Mutant Receptor Activation,2/12,0.632726081111007,0.8365368860842641,0,0,0.9719730284374084,0.44488924130513147,FGF2;FGFR3,Low
GP1b-IX-V Activation Signalling,2/12,0.632726081111007,0.8365368860842641,0,0,0.9719730284374084,0.44488924130513147,SRC;RAF1,Low
Hyaluronan Uptake and Degradation,2/12,0.632726081111007,0.8365368860842641,0,0,0.9719730284374084,0.44488924130513147,HMMR;SLC9A1,Low
Josephin Domain DUBs,2/12,0.632726081111007,0.8365368860842641,0,0,0.9719730284374084,0.44488924130513147,UBB;RAD23B,Low
Killing Mechanisms,2/12,0.632726081111007,0.8365368860842641,0,0,0.9719730284374084,0.44488924130513147,JUN;DVL1,Low
Reduction of Cytosolic Ca++ Levels,2/12,0.632726081111007,0.8365368860842641,0,0,0.9719730284374084,0.44488924130513147,SRI;CALM1,Low
Regulation of Localization of FOXO Transcription Factors,2/12,0.632726081111007,0.8365368860842641,0,0,0.9719730284374084,0.44488924130513147,YWHAQ;FOXO4,Low
Signaling by LTK,2/12,0.632726081111007,0.8365368860842641,0,0,0.9719730284374084,0.44488924130513147,TNK2;GRB2,Low
Signaling by Activated Point Mutants of FGFR3,2/12,0.632726081111007,0.8365368860842641,0,0,0.9719730284374084,0.44488924130513147,FGF2;FGFR3,Low
WNT5 FZD7-mediated Leishmania Damping,2/12,0.632726081111007,0.8365368860842641,0,0,0.9719730284374084,0.44488924130513147,JUN;DVL1,Low
Formation of Tubulin Folding Intermediates by CCT TriC,4/25,0.638555542792876,0.8402046615695737,0,0,0.9256170640740896,0.41518240346600244,TUBA1C;CCT2;TUBA1B;TUBB2A,Low
Gap-filling DNA Repair Synthesis and Ligation in GG-NER,4/25,0.638555542792876,0.8402046615695737,0,0,0.9256170640740896,0.41518240346600244,UBB;RFC1;POLD2;POLE3,Low
Insulin Processing,4/25,0.638555542792876,0.8402046615695737,0,0,0.9256170640740896,0.41518240346600244,CLTRN;SLC30A5;EXOC4;EXOC2,Low
Mitochondrial RNA Degradation,4/25,0.638555542792876,0.8402046615695737,0,0,0.9256170640740896,0.41518240346600244,SUPV3L1;PNPT1;FASTK;FASTKD5,Low
NOTCH3 Activation and Transmission of Signal to the Nucleus,4/25,0.638555542792876,0.8402046615695737,0,0,0.9256170640740896,0.41518240346600244,UBB;ADAM10;WWP2;EGFR,Low
Resolution of AP Sites via the Multiple-Nucleotide Patch Replacement Pathway,4/25,0.638555542792876,0.8402046615695737,0,0,0.9256170640740896,0.41518240346600244,RFC1;POLD2;POLE3;ADPRS,Low
Signaling by NTRK2 (TRKB),4/25,0.638555542792876,0.8402046615695737,0,0,0.9256170640740896,0.41518240346600244,SRC;PTPN11;GRB2;HRAS,Low
High Laminar Flow Shear Stress Activates Signaling by PIEZO1 and PECAM1 CDH5 KDR in Endothelial Cell,11/69,0.6474096739626156,0.8512729661052152,0,0,0.9214610067100488,0.40062912587196653,PANX1;CAPNS1;GNG5;MAPKAP1;TRPV4;CAPN2;MLST8;PIEZO1;GNG12;CALM1;VCL,Low
Fanconi Anemia Pathway,6/38,0.649417608789681,0.8527482243657135,0,0,0.9110837980628118,0.39329602002081987,SLX4;UBB;EME2;ERCC1;SLX1A;FAAP20,Low
Triglyceride Metabolism,6/38,0.649417608789681,0.8527482243657135,0,0,0.9110837980628118,0.39329602002081987,PPP1CC;DGAT1;AGMO;CAV1;MGLL;PPP1CA,Low
NCAM Signaling for Neurite Out-Growth,10/63,0.6510237617756048,0.8542745340272933,0,0,0.9167271940962192,0.39346768785744535,PRNP;SPTBN5;CREB1;SRC;MAPK1;GRB2;HRAS;CACNA1H;SPTBN1;SPTBN2,Low
Microtubule-dependent Trafficking of Connexons From Golgi to the Plasma Membrane,3/19,0.6529166208587605,0.8555854685788282,0,0,0.9111620234604105,0.3884336955586031,TUBA1C;TUBA1B;TUBB2A,Low
MyD88 Deficiency (TLR2 4),3/19,0.6529166208587605,0.8555854685788282,0,0,0.9111620234604105,0.3884336955586031,FGB;FGA;MYD88,Low
Amplification of Signal From Unattached Kinetochores via a MAD2 Inhibitory Signal,15/94,0.6547407995870129,0.8555854685788282,0,0,0.9224338963351487,0.3906653733583753,DYNC1H1;SEC13;PPP2R5B;PPP2R5D;DYNLL1;CKAP5;PPP1CC;DYNC1LI1;CLIP1;XPO1;RPS27;PPP2R1B;CENPH;MAD1L1;CLASP1,Low
Amplification of Signal From the Kinetochores,15/94,0.6547407995870129,0.8555854685788282,0,0,0.9224338963351487,0.3906653733583753,DYNC1H1;SEC13;PPP2R5B;PPP2R5D;DYNLL1;CKAP5;PPP1CC;DYNC1LI1;CLIP1;XPO1;RPS27;PPP2R1B;CENPH;MAD1L1;CLASP1,Low
Heparan Sulfate Heparin (HS-GAG) Metabolism,9/57,0.6553494726172472,0.8555854685788282,0,0,0.9110054347826086,0.3849787253889485,EXT1;NDST1;HGSNAT;IDUA;B3GAT3;SDC2;SLC35D2;B3GALT6;HS2ST1,Low
Cooperation of Prefoldin and TriC CCT in Actin and Tubulin Folding,5/32,0.6582236227134366,0.8555854685788282,0,0,0.8998435054773083,0.3763240502599455,TUBA1C;CCT2;TUBA1B;TUBB2A;PFDN6,Low
Defective TPR May Confer Susceptibility Towards Thyroid Papillary Carcinoma (TPC),5/32,0.6582236227134366,0.8555854685788282,0,0,0.8998435054773083,0.3763240502599455,NDC1;GCKR;SEC13;NUP42;NUP88,Low
Regulation of Glucokinase by Glucokinase Regulatory Protein,5/32,0.6582236227134366,0.8555854685788282,0,0,0.8998435054773083,0.3763240502599455,NDC1;GCKR;SEC13;NUP42;NUP88,Low
Infection With Mycobacterium Tuberculosis,13/82,0.659980640789032,0.8555854685788282,0,0,0.9153196930946291,0.38035631732023367,ENO1;DUSP16;SFPQ;RNF213;UBB;PGK1;ATP6V1H;MAPK1;DLAT;B2M;RAB5A;KPNB1;RAB7A,Low
Cargo Trafficking to the Periciliary Membrane,8/51,0.660597014393758,0.8555854685788282,0,0,0.9039510979066353,0.374788326798025,CCT2;UNC119B;TTC8;BBS10;EXOC4;PKD2;EXOC2;RAB11A,Low
Extension of Telomeres,8/51,0.660597014393758,0.8555854685788282,0,0,0.9039510979066353,0.374788326798025,ANKRD28;CTC1;PRIM2;POLA1;RFC1;POLD2;NOP10;WRAP53,Low
Gap Junction Trafficking and Regulation,8/51,0.660597014393758,0.8555854685788282,0,0,0.9039510979066353,0.374788326798025,TJP1;TUBA1C;TUBA1B;TUBB2A;SRC;CLTC;MYO6;DNM2,Low
Miscellaneous Transport and Binding Events,4/26,0.6703704415199463,0.8555854685788282,0,0,0.8834902264060375,0.3533296711788593,DMTN;SLC66A1;LRRC8A;ADD1,Low
N-glycan Antennae Elongation in the Medial trans-Golgi,4/26,0.6703704415199463,0.8555854685788282,0,0,0.8834902264060375,0.3533296711788593,ST6GAL1;MAN2A2;MGAT5;MGAT2,Low
Activated NTRK3 Signals Through PI3K,1/6,0.6746423321597013,0.8555854685788282,0,0,0.9719812426729191,0.3825451914653771,SRC,Low
Assembly of Viral Components at the Budding Site,1/6,0.6746423321597013,0.8555854685788282,0,0,0.9719812426729191,0.3825451914653771,CANX,Low
Beta Oxidation of decanoyl-CoA to octanoyl-CoA-CoA,1/6,0.6746423321597013,0.8555854685788282,0,0,0.9719812426729191,0.3825451914653771,ECHS1,Low
Biosynthesis of Lipoxins (LX),1/6,0.6746423321597013,0.8555854685788282,0,0,0.9719812426729191,0.3825451914653771,HPGD,Low
Conjugation of Benzoate With Glycine,1/6,0.6746423321597013,0.8555854685788282,0,0,0.9719812426729191,0.3825451914653771,GLYATL1,Low
Estrogen Biosynthesis,1/6,0.6746423321597013,0.8555854685788282,0,0,0.9719812426729191,0.3825451914653771,HSD17B11,Low
LDL Remodeling,1/6,0.6746423321597013,0.8555854685788282,0,0,0.9719812426729191,0.3825451914653771,MTTP,Low
LTC4-CYSLTR Mediated IL4 Production,1/6,0.6746423321597013,0.8555854685788282,0,0,0.9719812426729191,0.3825451914653771,GGT1,Low
MET Receptor Activation,1/6,0.6746423321597013,0.8555854685788282,0,0,0.9719812426729191,0.3825451914653771,MET,Low
Metal Sequestration by Antimicrobial Proteins,1/6,0.6746423321597013,0.8555854685788282,0,0,0.9719812426729191,0.3825451914653771,LCN2,Low
Molybdenum Cofactor Biosynthesis,1/6,0.6746423321597013,0.8555854685788282,0,0,0.9719812426729191,0.3825451914653771,MOCS3,Low
NADE Modulates Death Signalling,1/6,0.6746423321597013,0.8555854685788282,0,0,0.9719812426729191,0.3825451914653771,YWHAE,Low
PTK6 Regulates Cell Cycle,1/6,0.6746423321597013,0.8555854685788282,0,0,0.9719812426729191,0.3825451914653771,CDK4,Low
Pre-NOTCH Processing in the Endoplasmic Reticulum,1/6,0.6746423321597013,0.8555854685788282,0,0,0.9719812426729191,0.3825451914653771,NOTCH1,Low
Protein Repair,1/6,0.6746423321597013,0.8555854685788282,0,0,0.9719812426729191,0.3825451914653771,PCMT1,Low
Proton-coupled Monocarboxylate Transport,1/6,0.6746423321597013,0.8555854685788282,0,0,0.9719812426729191,0.3825451914653771,SLC16A1,Low
SARS-CoV-1-mediated Effects on Programmed Cell Death,1/6,0.6746423321597013,0.8555854685788282,0,0,0.9719812426729191,0.3825451914653771,BCL2L1,Low
SARS-CoV-2 Targets PDZ Proteins in Cell-Cell Junction,1/6,0.6746423321597013,0.8555854685788282,0,0,0.9719812426729191,0.3825451914653771,TJP1,Low
SLC15A4 TASL-dependent IRF5 Activation,1/6,0.6746423321597013,0.8555854685788282,0,0,0.9719812426729191,0.3825451914653771,SLC15A4,Low
Scavenging by Class B Receptors,1/6,0.6746423321597013,0.8555854685788282,0,0,0.9719812426729191,0.3825451914653771,SAA1,Low
Signaling by LRP5 Mutants,1/6,0.6746423321597013,0.8555854685788282,0,0,0.9719812426729191,0.3825451914653771,LRP5,Low
TLR3-mediated TICAM1-dependent Programmed Cell Death,1/6,0.6746423321597013,0.8555854685788282,0,0,0.9719812426729191,0.3825451914653771,FADD,Low
Uptake and Function of Diphtheria Toxin,1/6,0.6746423321597013,0.8555854685788282,0,0,0.9719812426729191,0.3825451914653771,TXNRD1,Low
VLDL Clearance,1/6,0.6746423321597013,0.8555854685788282,0,0,0.9719812426729191,0.3825451914653771,APOC1,Low
Export of Viral Ribonucleoproteins From Nucleus,6/39,0.6752400315801282,0.8555854685788282,0,0,0.883421832056995,0.3469083122351467,NDC1;SEC13;XPO1;NUP42;NUP88;HSPA1A,Low
2-LTR Circle Formation,2/13,0.6773570151242256,0.8555854685788282,0,0,0.883558540550625,0.34419623439079206,XRCC6;HMGA1,Low
Activation of RAC1,2/13,0.6773570151242256,0.8555854685788282,0,0,0.883558540550625,0.34419623439079206,PAK2;NCK1,Low
Chk1 Chk2(Cds1) Mediated Inactivation of Cyclin B Cdk1 Complex,2/13,0.6773570151242256,0.8555854685788282,0,0,0.883558540550625,0.34419623439079206,YWHAE;YWHAQ,Low
Cytochrome C-Mediated Apoptotic Response,2/13,0.6773570151242256,0.8555854685788282,0,0,0.883558540550625,0.34419623439079206,CARD8;MAPK1,Low
Diseases Associated With Visual Transduction,2/13,0.6773570151242256,0.8555854685788282,0,0,0.883558540550625,0.34419623439079206,RBP4;TTR,Low
Diseases of the Neuronal System,2/13,0.6773570151242256,0.8555854685788282,0,0,0.883558540550625,0.34419623439079206,RBP4;TTR,Low
Dissolution of Fibrin Clot,2/13,0.6773570151242256,0.8555854685788282,0,0,0.883558540550625,0.34419623439079206,SERPINE2;S100A10,Low
FGFR2c Ligand Binding and Activation,2/13,0.6773570151242256,0.8555854685788282,0,0,0.883558540550625,0.34419623439079206,FGF2;FGFR2,Low
FGFR3 Ligand Binding and Activation,2/13,0.6773570151242256,0.8555854685788282,0,0,0.883558540550625,0.34419623439079206,FGF2;FGFR3,Low
FGFR3c Ligand Binding and Activation,2/13,0.6773570151242256,0.8555854685788282,0,0,0.883558540550625,0.34419623439079206,FGF2;FGFR3,Low
FGFRL1 Modulation of FGFR1 Signaling,2/13,0.6773570151242256,0.8555854685788282,0,0,0.883558540550625,0.34419623439079206,FGF2;FGFRL1,Low
Mitochondrial Iron-Sulfur Cluster Biogenesis,2/13,0.6773570151242256,0.8555854685788282,0,0,0.883558540550625,0.34419623439079206,LYRM4;GLRX5,Low
"POU5F1 (OCT4), SOX2, NANOG Activate Genes Related to Proliferation",2/13,0.6773570151242256,0.8555854685788282,0,0,0.883558540550625,0.34419623439079206,NR6A1;FGF2,Low
Passive Transport by Aquaporins,2/13,0.6773570151242256,0.8555854685788282,0,0,0.883558540550625,0.34419623439079206,AQP9;AQP7,Low
Phospholipase C-mediated Cascade; FGFR3,2/13,0.6773570151242256,0.8555854685788282,0,0,0.883558540550625,0.34419623439079206,FGF2;FGFR3,Low
Retinoid Cycle Disease Events,2/13,0.6773570151242256,0.8555854685788282,0,0,0.883558540550625,0.34419623439079206,RBP4;TTR,Low
The Activation of Arylsulfatases,2/13,0.6773570151242256,0.8555854685788282,0,0,0.883558540550625,0.34419623439079206,ARSA;SUMF2,Low
"WNT5A-dependent Internalization of FZD2, FZD5 and ROR2",2/13,0.6773570151242256,0.8555854685788282,0,0,0.883558540550625,0.34419623439079206,FZD5;CLTC,Low
Amino Acid Transport Across the Plasma Membrane,5/33,0.685848856850496,0.8642261297927631,0,0,0.8676538397048961,0.32719052835847096,SLC1A4;SLC3A2;SLC38A2;SLC38A5;SLC38A4,Low
Signal Amplification,5/33,0.685848856850496,0.8642261297927631,0,0,0.8676538397048961,0.32719052835847096,GNA13;GNG5;SRC;GNG12;AAMP,Low
Apoptotic Factor-Mediated Response,3/20,0.6882382633622368,0.8642261297927631,0,0,0.8575125064688632,0.3203839838576398,CARD8;C1QBP;MAPK1,Low
G Beta Gamma Signalling Through CDC42,3/20,0.6882382633622368,0.8642261297927631,0,0,0.8575125064688632,0.3203839838576398,CDC42;GNG5;GNG12,Low
IRAK4 Deficiency (TLR2 4),3/20,0.6882382633622368,0.8642261297927631,0,0,0.8575125064688632,0.3203839838576398,FGB;FGA;MYD88,Low
PI-3K Cascade FGFR4,3/20,0.6882382633622368,0.8642261297927631,0,0,0.8575125064688632,0.3203839838576398,PTPN11;GRB2;FGF2,Low
SHC-mediated Cascade FGFR4,3/20,0.6882382633622368,0.8642261297927631,0,0,0.8575125064688632,0.3203839838576398,GRB2;FGF2;HRAS,Low
Synthesis of Leukotrienes (LT) and Eoxins (EX),3/20,0.6882382633622368,0.8642261297927631,0,0,0.8575125064688632,0.3203839838576398,CYP4F2;CYP4F11;GGT1,Low
Transport of Connexons to the Plasma Membrane,3/20,0.6882382633622368,0.8642261297927631,0,0,0.8575125064688632,0.3203839838576398,TUBA1C;TUBA1B;TUBB2A,Low
Costimulation by the CD28 Family,12/78,0.6991603130356695,0.8769545386088361,0,0,0.8832161663681805,0.3160811770063762,CDC42;YES1;PPP2R1B;SRC;MAPKAP1;MLST8;PPP2R5B;PPP2R5D;PTPN11;GRB2;PAK2;MAP3K14,Low
Downstream Signaling of Activated FGFR4,4/27,0.700196948489237,0.8769545386088361,0,0,0.8450265920134682,0.3011620933294842,PTPN11;GRB2;FGF2;HRAS,Low
G0 and Early G1,4/27,0.700196948489237,0.8769545386088361,0,0,0.8450265920134682,0.3011620933294842,RBBP4;HDAC1;MAX;LIN52,Low
Prefoldin Mediated Transfer of Substrate to CCT TriC,4/27,0.700196948489237,0.8769545386088361,0,0,0.8450265920134682,0.3011620933294842,TUBA1C;CCT2;TUBB2A;PFDN6,Low
FCERI Mediated NF-kB Activation,23/147,0.7096642543139787,0.888233868370877,0,0,0.9007731468265296,0.30893213282304904,PSMD11;FBXW11;ADRM1;NFKB1;MALT1;PSMD8;NFKBIA;PSMA5;PSMB6;PSMA6;PSMD6;PSMA3;CDC34;PSMA4;PSMB5;PSMC6;UBB;PSMA1;PSMB2;PSMB3;PSMC4;UBE2N;SKP1,Low
Telomere C-strand (Lagging Strand) Synthesis,5/34,0.7119189836227623,0.8904769613215189,0,0,0.8376841508823053,0.2846376702558945,CTC1;PRIM2;POLA1;RFC1;POLD2,Low
"Defective EXT1 Causes Exostoses 1, TRPS2 and CHDS",2/14,0.7174556998350128,0.8910336917305804,0,0,0.8098798006449721,0.2689157897884954,EXT1;SDC2,Low
Defective EXT2 Causes Exostoses 2,2/14,0.7174556998350128,0.8910336917305804,0,0,0.8098798006449721,0.2689157897884954,EXT1;SDC2,Low
Heme Biosynthesis,2/14,0.7174556998350128,0.8910336917305804,0,0,0.8098798006449721,0.2689157897884954,HMBS;PPOX,Low
IRAK1 Recruits IKK Complex,2/14,0.7174556998350128,0.8910336917305804,0,0,0.8098798006449721,0.2689157897884954,UBB;UBE2N,Low
IRAK1 Recruits IKK Complex Upon TLR7 8 or 9 Stimulation,2/14,0.7174556998350128,0.8910336917305804,0,0,0.8098798006449721,0.2689157897884954,UBB;UBE2N,Low
Mismatch Repair (MMR) Directed by MSH2 MSH3 (MutSbeta),2/14,0.7174556998350128,0.8910336917305804,0,0,0.8098798006449721,0.2689157897884954,MSH2;POLD2,Low
Response to Metal Ions,2/14,0.7174556998350128,0.8910336917305804,0,0,0.8098798006449721,0.2689157897884954,MT2A;MT1M,Low
Retrograde Neurotrophin Signalling,2/14,0.7174556998350128,0.8910336917305804,0,0,0.8098798006449721,0.2689157897884954,CLTC;DNM2,Low
SARS-CoV-2 Modulates Autophagy,2/14,0.7174556998350128,0.8910336917305804,0,0,0.8098798006449721,0.2689157897884954,MAP1LC3B;TUFM,Low
SHC1 Events in ERBB4 Signaling,2/14,0.7174556998350128,0.8910336917305804,0,0,0.8098798006449721,0.2689157897884954,GRB2;HRAS,Low
Triglyceride Biosynthesis,2/14,0.7174556998350128,0.8910336917305804,0,0,0.8098798006449721,0.2689157897884954,DGAT1;AGMO,Low
PCNA-Dependent Long Patch Base Excision Repair,3/21,0.7207863404719858,0.8922917719669278,0,0,0.8098240469208211,0.2651465346946398,RFC1;POLD2;POLE3,Low
PI-3K Cascade FGFR1,3/21,0.7207863404719858,0.8922917719669278,0,0,0.8098240469208211,0.2651465346946398,PTPN11;GRB2;FGF2,Low
SHC-mediated Cascade FGFR1,3/21,0.7207863404719858,0.8922917719669278,0,0,0.8098240469208211,0.2651465346946398,GRB2;FGF2;HRAS,Low
Synaptic Adhesion-Like Molecules,3/21,0.7207863404719858,0.8922917719669278,0,0,0.8098240469208211,0.2651465346946398,RTN3;DLG1;FLOT1,Low
ZBP1(DAI) Mediated Induction of Type I IFNs,3/21,0.7207863404719858,0.8922917719669278,0,0,0.8098240469208211,0.2651465346946398,NFKBIA;NFKB1;MYD88,Low
Collagen Biosynthesis and Modifying Enzymes,10/67,0.7279028923083486,0.8924435327784872,0,0,0.8521892447840141,0.27064476202469717,COL18A1;CRTAP;COL16A1;COL27A1;BMP1;P4HA2;COL7A1;SERPINH1;PLOD2;PPIB,Low
Caspase Activation via Extrinsic Apoptotic Signalling Pathway,4/28,0.728024613913385,0.8924435327784872,0,0,0.8097682604869463,0.25703698218569854,MAGED1;DAPK1;FAS;FADD,Low
Platelet Calcium Homeostasis,4/28,0.728024613913385,0.8924435327784872,0,0,0.8097682604869463,0.25703698218569854,ITPR2;ORAI1;SRI;CALM1,Low
